的,4554322
了,1476920
是,1322599
我,1296526
一,1252149
在,991612
不,825718
.,691292
:,654581
他,613464
个,594154
就,551839
你,504896
有,496274
和,461608
也,443802
说,433542
这,430549
人,418903
?,384991
着,374737
她,364628
上,354794
都,337105
到,332434
!,308078
我们,283794
要,262427
年,250306
地,244469
会,230988
对,230455
看,230268
来,229889
很,229009
去,225483
中,217364
...,216551
没有,215707
那,206883
大,200934
),200710
(,197100
还,194800
把,194763
自己,192132
里,184965
多,183223
能,182726
好,181737
又,180962
为,174707
想,174048
得,173647
下,169994
他们,168298
与,160972
两,159909
小,159794
而,159518
》,154609
《,154571
过,152341
什么,151986
给,151546
月,149299
被,149125
从,146758
种,146308
~,140176
可以,139400
让,138050
点,134991
时,134890
但,134607
中国,132698
这个,131929
天,127974
之,125070
;,124572
后,123437
就是,121984
日,120963
没,120530
・,120131
做,115952
用,114471
出,110784
最,108257
知道,107036
等,105729
几,105258
三,104205
将,102673
时候,101134
因为,100858
次,100857
走,100783
#,99253
这样,97190
现在,91648
并,90264
已经,88984
再,86789
吧,86308
以,86284
更,86272
可,85915
不是,85524
时间,83397
还是,82891
家,81921
呢,81323
吗,81215
如果,79182
问题,79160
只,78792
才,78781
却,78709
它,77331
吃,76657
啊,76125
新,73867
所,73495
工作,73466
向,72228
于,70925
问,70548
像,69599
开始,68170
太,68168
前,68068
们,67173
怎么,66743
事,66503
起来,66437
|,65983
话,65265
元,65213
起,65108
真,64213
位,62588
学生,62340
但是,62184
或,61884
当,61802
跟,61555
所以,61252
叫,60919
听,60702
儿,60637
第一,59797
生活,59761
已,59144
一些,58966
打,58692
这些,58422
还有,58038
觉得,57577
爱,56814
不能,56617
孩子,56546
名,56384
写,56348
成,55927
本,55915
可能,55849
高,55718
道,54769
钱,54652
张,54338
_,53951
找,53741
一样,53448
比,53159
大家,52505
长,52064
买,51743
其,51436
出来,51139
您,51136
见,51092
美国,50426
二,50284
看到,50030
笑,49922
坐,49693
老,49677
那么,49472
带,49357
四,49262
也是,49000
喜欢,48699
拿,48572
北京,48467
',48431
很多,48263
那个,48110
东西,47662
不会,47554
如,47092
你们,46857
这么,46808
谁,46737
分,46717
使,46673
请,46666
条,46438
这里,45796
车,45464
回,45254
便,44833
开,44733
公司,44540
一起,44428
由,44293
地方,44263
住,44238
应该,43965
一定,43880
进,43853
非常,43513
只是,43458
发现,43438
书,43254
不过,42848
今天,42706
老师,42570
世界,42551
岁,42435
站,42334
朋友,41659
然后,41646
手,41175
头,40638
可是,40624
进行,40586
一直,40445
而且,40022
无,39526
需要,39503
万,39455
及,39369
国家,38911
只有,38891
所有,38714
个人,38293
发展,38174
该,37699
不要,37630
学,37592
认为,37489
最后,37482
为了,37389
此,37232
感觉,37146
告诉,37021
内,37003
学校,36947
电话,36794
者,36481
学习,36335
死,35569
网,35502
先,35427
讲,35406
以后,35404
拉,35368
水,35333
路,35206
虽然,35136
社会,35134
生,35051
心,34993
当时,34780
-,34687
希望,34584
完,34520
情况,34415
之后,34375
大学,34302
比较,34276
子,34155
句,34155
「,34073
」,33893
号,33855
门,33806
放,33771
为什么,33680
声,33535
件,33411
五,33174
记者,33140
女人,33128
先生,32860
阿,32815
第二,32667
每,32658
事情,32583
花,32580
【,32533
其实,32520
】,32357
连,32049
正,32021
有些,31760
发,31642
到了,31595
后来,31557
别,31538
则,31462
美,31440
那些,31348
全,30871
往,30797
同学,30622
女,30565
其他,30560
过去,30344
教育,30326
呀,30264
文化,30258
块,30222
真的,30193
楼,30074
字,30034
快,29941
王,29773
李,29610
少,29524
日本,29500
特别,29361
十,29107
成为,29048
当然,28995
要求,28989
行,28942
妈妈,28695
半,28528
许多,28364
市场,28338
不同,28320
出现,28062
重要,27958
斯,27958
外,27949
通过,27948
下来,27929
英语,27884
于是,27791
男人,27654
晚上,27470
作,27466
活动,27336
或者,27332
同,27317
一切,27258
一般,27162
经济,27142
回来,27129
总,26960
研究,26945
主要,26708
关系,26627
同时,26554
干,26520
段,26388
片,26338
图,26323
另,26180
电影,26115
由于,26073
象,26018
首,25993
有人,25955
方面,25948
如何,25889
作者,25768
发生,25571
企业,25504
评论,25463
任何,25439
小时,25334
上海,25292
间,25261
曾,25167
别人,25100
至,25042
跑,24992
第,24889
历史,24838
城市,24787
各,24770
对于,24758
尔,24744
必须,24707
送,24637
变,24600
─,24523
使用,24511
发表,24428
自,24410
眼,24357
甚至,24338
读,24208
突然,24164
心里,24140
a,24123
准备,24101
有点,24031
作为,23965
眼睛,23882
因,23866
口,23809
谈,23805
人们,23793
难,23787
结果,23782
管理,23732
红,23659
喝,23635
场,23526
脸,23526
米,23496
那里,23470
刚,23339
选择,23059
回复,22887
看见,22836
父亲,22833
早,22826
其中,22789
多少,22786
声音,22659
些,22637
信,22608
得到,22467
人员,22459
考试,22449
加,22448
玩,22405
内容,22322
六,22315
算,22204
完全,22199
敢,22147
方式,22128
文章,22078
参加,22057
能够,22014
男,21983
之间,21920
以及,21869
帮,21864
哪,21863
受,21856
母亲,21793
因此,21775
},21771
边,21724
the,21713
应,21654
服务,21613
只要,21596
接,21592
每天,21590
副,21555
影响,21526
技术,21523
里面,21474
终于,21418
过来,21414
以前,21224
政府,21214
想到,21168
故事,21153
令,21141
穿,21132
如此,21017
继续,20972
越,20906
也许,20877
决定,20852
总是,20701
{,20679
了解,20669
信息,20656
并不,20607
表示,20464
部,20382
国际,20274
特,20240
提供,20178
正在,20165
西,20120
原来,20114
新闻,20072
卖,20069
语言,19999
感到,19953
法,19937
无法,19929
专业,19896
未,19771
篇,19763
注意,19709
黑,19661
远,19648
克,19622
性,19593
找到,19511
xurlx,19503
xURLx,19503
份,19401
有关,19392
儿子,19316
音乐,19269
她们,19268
一边,19260
一天,19247
包括,19209
文,19178
目前,19176
离开,19154
山,19139
啦,19062
介绍,19020
认识,19005
极,18944
爸爸,18918
进入,18908
按,18884
组织,18816
达,18801
不知,18751
卡,18743
精神,18726
即,18701
只能,18686
关于,18647
家里,18646
倒,18607
白,18537
非,18532
不好,18529
人民,18474
双,18462
能力,18458
座,18412
搞,18409
机会,18391
相信,18388
似乎,18355
除了,18353
拍,18332
停,18317
周,18288
来说,18274
德,18246
分钟,18173
回家,18135
风,18046
处,18027
页,18026
几乎,17996
方法,17995
回答,17924
有的,17916
指,17909
联系,17867
近,17850
清,17846
原因,17831
考,17830
回到,17826
是不是,17767
怕,17755
睡,17744
说话,17709
明白,17701
那样,17699
转,17687
国,17655
版,17652
金,17596
数,17540
办,17477
是否,17411
满,17314
强,17268
产品,17267
真正,17260
过程,17251
以为,17236
区,17216
台,17207
掉,17193
每个,17148
不错,17139
八,17129
床,17125
马,17109
自然,17006
经过,16982
类,16972
东,16921
环境,16908
入,16906
支持,16898
十分,16891
望,16838
身体,16822
飞,16811
刘,16787
七,16734
整个,16708
毛,16690
这次,16652
班,16638
台湾,16627
衣服,16550
身上,16536
出去,16524
报,16520
靠,16505
女孩,16493
今年,16485
较,16457
面,16324
全国,16318
经常,16309
成功,16296
下午,16212
汽车,16186
教,16173
网络,16135
系统,16125
名字,16119
香港,16044
人家,16041
活,16038
画,16035
语,16018
容易,16012
教学,16002
好像,15990
酒,15967
还要,15966
直接,15955
另外,15950
办法,15942
解决,15926
明,15917
来到,15902
地区,15884
步,15846
约,15829
根本,15811
最好,15708
政治,15688
父母,15676
主,15646
接受,15637
作品,15610
女儿,15553
套,15552
肯定,15536
林,15504
仍,15469
清楚,15448
换,15419
动,15400
下去,15366
听到,15366
题,15361
各种,15347
阅读,15344
贴,15336
不少,15319
国内,15256
包,15226
曾经,15219
设计,15213
留,15211
记得,15211
那是,15184
不想,15163
提出,15153
方,15152
样子,15138
之前,15129
左右,15074
跳,15073
歌,15067
代表,15045
领导,15037
才能,15033
实在,15007
存在,14976
记,14960
简单,14956
身,14950
海,14937
唱,14923
第三,14913
手机,14897
单位,14896
根据,14877
思想,14873
英国,14784
光,14780
梦,14768
生命,14752
而是,14738
医院,14714
城,14701
哭,14697
教师,14683
价格,14668
毕业,14607
低,14597
帮助,14567
气,14552
夜,14455
神,14447
不断,14440
词,14423
高兴,14408
永远,14388
知识,14369
深,14367
若,14339
理解,14266
相关,14219
to,14189
课,14116
以上,14110
来自,14103
重,14092
挺,14074
网站,14066
忙,14060
自由,14046
怎样,14034
安全,14019
家庭,13993
计划,13971
全部,13971
层,13935
努力,13925
陈,13922
离,13847
部分,13796
表现,13763
规定,13751
不用,13700
意思,13699
提高,13697
不敢,13691
这时,13679
房子,13674
时代,13663
完成,13644
菜,13637
com,13636
游戏,13586
据,13584
房间,13537
它们,13513
提,13509
冲,13504
电脑,13472
百,13471
房,13420
越来越,13386
愿意,13384
嘛,13384
电视,13369
基本,13357
久,13355
线,13327
辆,13327
晚,13298
日子,13274
爱情,13272
中心,13200
标准,13178
狗,13166
雨,13164
项,13136
称,13135
年代,13135
九,13119
吃饭,13072
教授,13067
马上,13033
资料,13028
哪里,13014
相,13012
既,13005
艺术,13002
A,12988
结束,12983
击,12956
原,12951
责任,12951
网友,12947
期,12938
南,12931
项目,12902
经,12833
快乐,12819
功,12808
北,12785
中国人,12767
就要,12763
脚,12754
建设,12753
根,12751
小姐,12750
并且,12668
条件,12647
法律,12629
水平,12626
考虑,12601
行为,12594
广告,12580
获得,12550
情,12543
装,12534
病,12531
昨天,12517
派,12497
经验,12484
系,12478
妈,12474
变成,12470
弄,12455
懂,12448
龙,12448
医生,12436
然而,12418
看来,12417
哦,12401
建议,12352
村,12336
共,12326
论坛,12316
德国,12315
消息,12307
引用,12281
i,12280
某,12272
不了,12265
比如,12263
谢谢,12256
媒体,12237
幸福,12165
b,12165
千,12111
收,12103
文学,12098
产生,12087
习惯,12059
具有,12056
上面,12050
江,12038
基础,12034
打开,12020
身边,11991
面前,11974
最近,11950
想起,11938
试,11935
不再,11914
组,11908
部门,11904
洗,11901
漂亮,11897
关,11895
小说,11884
店,11859
利,11852
说明,11842
法国,11812
安排,11785
受到,11779
言,11773
年轻,11763
管,11757
余,11755
回去,11750
世纪,11741
喊,11737
知,11732
人生,11731
经历,11724
美元,11701
大概,11678
警察,11675
of,11668
要是,11662
饭,11636
路上,11634
从来,11631
本来,11630
照片,11623
调查,11616
都会,11614
同样,11584
交,11583
朝,11552
很快,11516
黄,11515
到底,11514
有时,11514
老板,11513
夫,11512
传统,11487
建筑,11475
背,11474
尽管,11464
不管,11418
定,11418
静,11412
改变,11397
抱,11394
市,11390
合作,11367
那时,11349
那天,11348
香,11344
机,11343
科学,11338
心情,11333
常,11321
落,11320
报告,11318
错,11305
达到,11291
后面,11289
师,11276
英,11273
华,11263
排,11252
级,11244
投资,11219
又是,11215
增加,11208
明天,11201
带来,11173
解释,11157
见到,11137
专家,11128
本人,11124
式,11123
群,11110
变化,11094
分析,11089
笔,11088
处理,11080
封,11079
感,11074
利用,11069
雪,11068
挂,11061
支,11046
即使,11040
节,11040
遍,10983
美丽,10978
之一,10976
意,10967
不仅,10964
比赛,10956
忘,10918
云,10918
脸上,10915
意义,10913
鱼,10912
兴趣,10910
旅游,10909
顶,10909
布,10907
这位,10906
阵,10905
不可,10903
易,10891
乱,10880
建立,10857
成绩,10853
旁边,10851
首先,10845
相当,10811
作用,10802
热,10798
杀,10793
直,10791
中文,10773
差,10766
选,10731
仍然,10697
所谓,10691
尤其,10689
我国,10680
校,10651
讨论,10628
面对,10628
亿,10601
听说,10601
对方,10595
银行,10592
感情,10592
等等,10585
杯,10573
刚才,10566
慢慢,10551
均,10549
生产,10538
改革,10524
客,10524
票,10520
注册,10513
※,10506
仅,10493
反,10490
事件,10490
坚持,10470
门口,10461
属于,10460
姐姐,10459
c,10438
目标,10430
推荐,10419
度,10418
文字,10415
免费,10414
政策,10381
章,10378
一会儿,10377
照,10353
造成,10310
心理,10304
只好,10302
街,10278
博,10251
走到,10251
网上,10249
股,10219
心中,10219
么,10218
正是,10217
每次,10203
空,10193
会议,10187
改,10187
顿,10178
主席,10162
当年,10155
加入,10154
进去,10149
s,10141
古,10134
现代,10129
大陆,10125
B,10121
似的,10115
│,10086
省,10081
无论,10079
多年,10072
纸,10054
杨,10053
直到,10050
报道,10046
修,10039
居然,10016
交流,10011
诗,10007
通,10002
目的,9993
I,9974
民族,9974
抓,9972
保护,9971
下载,9971
好好,9962
★,9961
贵,9958
妻子,9956
结婚,9956
至少,9953
健康,9951
确实,9949
同志,9921
人物,9917
C,9914
咱们,9909
不行,9891
石,9886
控制,9875
树,9863
占,9859
交通,9844
留下,9836
遇到,9836
用户,9828
实现,9826
借,9810
亚,9799
更加,9791
地址,9786
般,9777
下面,9776
外面,9759
保持,9751
费,9750
未来,9748
严重,9746
竟,9731
价值,9719
何,9703
忽然,9700
猫,9681
形成,9678
科技,9674
意见,9658
接着,9650
竟然,9640
人类,9640
重新,9638
色,9634
答,9617
申请,9612
欢迎,9597
制度,9593
绝对,9579
width,9577
青年,9573
具体,9565
翻译,9561
别的,9560
老人,9558
批,9541
肉,9536
亦,9525
钟,9512
拥有,9511
主持人,9504
丽,9495
按照,9488
蓝,9483
留学,9464
冷,9446
陪,9446
in,9445
骂,9440
太多,9431
编辑,9429
方向,9412
担心,9412
其它,9409
打电话,9397
表,9385
化,9384
初,9379
腿,9376
念,9374
单,9372
不出,9364
软件,9357
愿,9348
随着,9339
尽,9332
法轮,9327
说道,9273
嘴,9264
地上,9263
格,9221
系列,9216
躺,9212
工程,9205
军,9205
哈,9192
英文,9184
这儿,9177
集,9173
充满,9150
宿舍,9142
电子,9142
超过,9124
前面,9122
附近,9120
常常,9116
丈夫,9114
力,9113
姑娘,9110
火,9108
呵呵,9099
力量,9096
累,9094
and,9090
刚刚,9084
司机,9082
欧洲,9077
翻,9069
功能,9069
状态,9059
坏,9057
尼,9052
检查,9041
资源,9036
